"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"08/2022";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"4.954.210,96";"34.835.999,88";"34.290.915,17";"845.796,05";
"06/2022";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"4.201.681,09";"40.071.602,44";"32.137.117,55";"1.053.895,41";
"01/2022";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"348.986.539,22";"30.190.186,32";"9.329.125,37";"33.175.929,41";
"05/2022";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"4.498.862,92";"32.288.819,36";"31.680.424,48";"1.108.074,45";
"02/2022";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"5.483.056,09";"31.474.289,61";"31.020.231,00";"1.079.675,54";
"02/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"715.084,99";"35.532.523,71";"35.366.360,02";"3.010.472,40";
"09/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"95.915,16";"803.044,56";"28.542.945,03";"323.574,97";
"01/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"451.170.939,77";"35.083.379,89";"10.979.165,08";"39.115.331,47";
"06/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"3.782.265,21";"46.780.078,51";"38.634.243,58";"1.119.977,77";
"05/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"11.958.141,81";"38.708.487,03";"38.360.836,32";"3.538.141,02";
"08/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"8.290.895,80";"41.135.718,66";"40.520.046,29";"509.464,36";
"07/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"- 402.294,48";"41.184.775,25";"47.432.767,87";"1.985.138,36";
"03/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"7.724.530,38";"36.867.345,07";"36.023.531,02";"4.045.749,23";
"04/2022";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"21.708.153,58";"36.732.785,39";"36.479.326,50";"1.808.240,73";
"06/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"2.729.665,09";"4.792.001,79";"4.497.513,87";"0,00";
"09/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"745.559,27";"793.044,06";"1.364.083,56";"0,00";
"05/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"- 4.432.446,96";"2.906.360,23";"2.989.504,17";"0,00";
"08/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"124.189,95";"2.424.144,16";"2.419.740,20";"0,00";
"03/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"1.000.372,56";"2.968.487,62";"2.962.423,72";"73.865,41";
"04/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"1.533.087,69";"3.360.817,52";"3.078.652,88";"63.956,60";
"02/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"2.607.056,62";"2.317.967,45";"2.493.927,27";"869.666,66";
"01/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"29.246.892,56";"2.102.522,50";"917.194,05";"2.472.104,10";
"07/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"808.552,35";"2.879.435,36";"3.143.285,79";"0,00";
"04/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"11.267.553,28";"52.135.115,82";"51.643.356,52";"1.509.474,80";
"02/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"5.686.301,99";"50.390.275,80";"50.016.007,96";"3.387.486,84";
"01/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"406.648.204,28";"50.211.628,65";"13.740.472,59";"59.127.196,10";
"07/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"82.767.525,62";"53.714.048,68";"70.029.005,62";"3.155.631,41";
"03/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"2.565.946,51";"51.783.038,68";"51.514.428,91";"4.334.582,20";
"09/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"- 445.877,53";"744.486,92";"38.755.010,80";"533.733,13";
"08/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"44.464.219,55";"55.011.936,21";"54.885.496,18";"1.942.778,67";
"05/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"13.735.079,59";"52.849.460,49";"48.424.309,20";"2.803.507,91";
"06/2022";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"122.131.715,46";"69.867.782,86";"52.175.025,92";"2.477.584,53";
"03/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"2.594.221.789,58";"1.815.890.747,28";"1.784.226.847,67";"263.539.001,53";
"01/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"1.738.592.727,90";"1.687.989.985,04";"39.040.363,77";"1.338.943.805,42";
"04/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"4.405.565.640,13";"1.989.228.727,17";"1.992.831.275,38";"187.029.361,93";
"08/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"2.049.595.027,97";"2.446.507.541,24";"2.393.871.200,28";"84.543.664,93";
"07/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"1.772.604.792,46";"2.052.791.130,60";"2.701.171.241,69";"100.463.113,69";
"06/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"4.051.604.519,93";"3.451.595.694,87";"2.739.533.770,83";"216.330.451,46";
"05/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"1.736.464.675,97";"1.882.731.974,07";"1.875.543.711,94";"143.452.216,29";
"02/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"1.941.072.121,42";"1.779.730.593,70";"1.780.987.815,00";"271.205.541,57";
"09/2022";"52000 - Ministério da Defesa";"52111 - Comando da Aeronáutica";"142.039.582,03";"77.142.858,12";"1.744.555.731,02";"12.426.288,83";
"01/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"24.966.004.533,46";"1.966.166.863,17";"507.323.894,99";"1.626.641.858,12";
"06/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"1.442.937.003,57";"3.462.347.150,83";"2.710.789.264,24";"92.826.015,28";
"05/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"946.375.303,96";"2.143.750.794,54";"2.166.033.797,41";"81.150.120,84";
"09/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"- 145.474.462,00";"196.303.489,82";"1.513.631.439,85";"11.889.429,62";
"08/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"171.180.603,49";"2.391.061.455,63";"2.392.224.166,28";"40.958.038,31";
"03/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"313.104.648,47";"2.044.294.529,27";"2.007.179.973,95";"155.415.106,63";
"07/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"165.230.046,34";"2.402.777.664,71";"3.116.062.718,67";"58.659.079,73";
"02/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"478.099.391,40";"2.013.666.145,18";"2.010.630.670,75";"252.227.940,19";
"04/2022";"52000 - Ministério da Defesa";"52131 - Comando da Marinha";"818.883.252,53";"2.147.334.794,59";"2.099.374.345,06";"131.297.542,24";
"02/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"820.761.339,51";"3.635.221.095,89";"3.631.699.226,17";"362.473.396,09";
"04/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"548.078.504,95";"3.786.930.171,02";"4.027.871.243,80";"378.671.214,93";
"03/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"350.491.913,03";"3.901.219.802,82";"3.676.771.342,51";"359.561.714,03";
"01/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"46.640.207.442,86";"3.634.078.694,39";"888.030.045,59";"2.872.336.463,18";
"08/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"422.923.397,34";"4.011.885.266,74";"3.983.082.062,61";"92.896.348,58";
"09/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"86.918.311,82";"73.300.841,00";"2.854.955.266,78";"50.872.602,11";
"06/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"1.045.827.090,41";"5.380.324.246,83";"3.847.377.589,98";"186.714.205,45";
"05/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"551.952.974,71";"3.809.634.150,54";"3.752.002.514,21";"225.381.521,07";
"07/2022";"52000 - Ministério da Defesa";"52121 - Comando do Exército";"460.955.468,48";"4.077.074.940,87";"5.516.153.007,43";"137.747.658,87";
"09/2022";"25000 - Ministério da Economia";"25203 - Comissão de Valores Mobiliários";"- 112.895,89";"61.213,81";"9.120.724,15";"14.440,00";
"04/2022";"25000 - Ministério da Economia";"25203 - Comissão de Valores Mobiliários";"6.896.522,63";"15.591.949,39";"13.824.535,60";"1.208.234,85";
"06/2022";"25000 - Ministério da Economia";"25203 - Comissão de Valores Mobiliários";"10.749.647,55";"19.199.984,74";"16.613.136,34";"448.184,01";
"08/2022";"25000 - Ministério da Economia";"25203 - Comissão de Valores Mobiliários";"1.136.301,89";"15.462.528,43";"19.264.653,05";"- 19.437,76";
"03/2022";"25000 - Ministério da Economia";"25203 - Comissão de Valores Mobiliários";"26.741,93";"15.749.888,15";"14.110.139,16";"2.132.494,27";
"02/2022";"25000 - Ministério da Economia";"25203 - Comissão de Valores Mobiliários";"6.011.986,20";"15.706.123,88";"13.442.141,76";"226.290,42";
"05/2022";"25000 - Ministério da Economia";"25203 - Comissão de Valores Mobiliários";"727.898,73";"15.710.300,11";"16.904.297,48";"758.595,52";
"07/2022";"25000 - Ministério da Economia";"25203 - Comissão de Valores Mobiliários";"121.918,62";"15.355.875,90";"18.579.056,20";"91.609,21";
"01/2022";"25000 - Ministério da Economia";"25203 - Comissão de Valores Mobiliários";"179.044.289,35";"15.305.651,55";"4.854.059,79";"18.229.635,02";
"09/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20301 - Comissão Nacional de Energia Nuclear";"1.343.865,52";"4.770.054,08";"43.514.416,57";"14.918,20";
"01/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20301 - Comissão Nacional de Energia Nuclear";"779.630.549,01";"59.827.962,42";"23.526.281,37";"66.552.495,69";
"06/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20301 - Comissão Nacional de Energia Nuclear";"32.177.495,72";"97.785.357,74";"84.017.667,93";"1.627.401,59";
"04/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20301 - Comissão Nacional de Energia Nuclear";"64.334.676,37";"71.604.147,99";"70.949.562,74";"14.784.007,63";
"08/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20301 - Comissão Nacional de Energia Nuclear";"3.695.304,47";"83.771.414,22";"81.622.847,27";"1.155.588,75";
"07/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20301 - Comissão Nacional de Energia Nuclear";"8.941.430,66";"79.786.851,20";"96.636.281,05";"1.070.923,81";
"05/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20301 - Comissão Nacional de Energia Nuclear";"83.486.227,73";"80.677.058,65";"76.966.174,57";"3.162.683,56";
"03/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20301 - Comissão Nacional de Energia Nuclear";"10.485.199,10";"66.908.419,80";"66.412.101,08";"11.698.618,24";
"02/2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20301 - Comissão Nacional de Energia Nuclear";"21.973.853,22";"62.837.534,58";"62.401.058,68";"13.050.067,59";
"08/2022";"53000 - Ministério do Desenvolvimento Regional";"29214 - Companhia Brasileira de Trens Urbanos";"124.878.741,33";"128.435.889,35";"129.626.774,35";"9.762.985,12";
"05/2022";"53000 - Ministério do Desenvolvimento Regional";"29214 - Companhia Brasileira de Trens Urbanos";"177.886.359,48";"141.799.226,80";"142.168.063,57";"19.008.500,55";
"07/2022";"53000 - Ministério do Desenvolvimento Regional";"29214 - Companhia Brasileira de Trens Urbanos";"82.474.570,32";"119.821.993,95";"140.439.937,32";"20.349.190,83";
"01/2022";"53000 - Ministério do Desenvolvimento Regional";"29214 - Companhia Brasileira de Trens Urbanos";"91.671.632,51";"81.930.140,37";"42.348.315,31";"45.213.654,40";
"06/2022";"53000 - Ministério do Desenvolvimento Regional";"29214 - Companhia Brasileira de Trens Urbanos";"130.445.662,04";"126.711.798,12";"105.404.409,22";"7.102.339,80";
"09/2022";"53000 - Ministério do Desenvolvimento Regional";"29214 - Companhia Brasileira de Trens Urbanos";"6.856.447,41";"8.965.367,90";"42.816.998,32";"3.265.385,79";
"03/2022";"53000 - Ministério do Desenvolvimento Regional";"29214 - Companhia Brasileira de Trens Urbanos";"123.745.587,22";"107.876.473,39";"111.423.018,65";"9.304.129,27";
"02/2022";"53000 - Ministério do Desenvolvimento Regional";"29214 - Companhia Brasileira de Trens Urbanos";"118.428.521,77";"103.459.993,15";"103.622.147,07";"27.411.200,58";
"04/2022";"53000 - Ministério do Desenvolvimento Regional";"29214 - Companhia Brasileira de Trens Urbanos";"181.361.239,07";"108.413.308,66";"106.020.242,68";"6.799.839,11";
"06/2022";"53000 - Ministério do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"269.575.705,26";"92.397.314,46";"87.895.692,68";"345.117.101,85";
"08/2022";"53000 - Ministério do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"- 55.174.639,07";"98.107.923,29";"93.117.509,61";"92.551.664,32";
"03/2022";"53000 - Ministério do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"62.395.809,90";"57.145.056,13";"58.391.769,99";"303.560.593,43";
"09/2022";"53000 - Ministério do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"- 8.174.200,01";"29.146.930,23";"55.122.207,56";"67.505.119,60";
"02/2022";"53000 - Ministério do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"58.635.956,89";"51.801.503,98";"59.412.075,95";"53.388.288,42";
"04/2022";"53000 - Ministério do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"175.876.795,79";"66.530.596,06";"49.981.373,12";"139.930.778,98";
"01/2022";"53000 - Ministério do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"489.455.129,56";"44.061.109,83";"6.455.505,55";"78.890.587,46";
"07/2022";"53000 - Ministério do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"326.752.899,84";"97.096.954,33";"85.813.499,08";"118.327.662,32";
"05/2022";"53000 - Ministério do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"114.748.997,09";"71.655.555,92";"73.239.109,34";"116.336.119,01";
"03/2022";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"39.708.233,96";"40.528.463,39";"48.591.371,80";"4.092.572,23";
"07/2022";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"74.642.123,37";"33.056.827,98";"43.413.321,09";"1.076.076,65";
"08/2022";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"48.465.902,03";"53.890.625,39";"44.021.328,10";"1.281.862,89";
"01/2022";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"29.625.032,90";"29.872.465,04";"2.105.884,06";"36.239.068,43";
"04/2022";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"39.926.762,60";"36.547.982,74";"37.618.888,13";"2.573.561,14";
"09/2022";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"6.273.802,87";"5.267.079,56";"37.976.598,18";"1.192.761,97";
"05/2022";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"62.983.928,98";"31.965.727,50";"39.791.659,50";"2.578.946,21";
"02/2022";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"58.554.800,14";"45.247.975,71";"31.318.329,71";"11.367.036,72";
"06/2022";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"62.687.366,40";"53.631.349,75";"39.773.154,65";"1.200.063,93";
"05/2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22211 - Companhia Nacional de Abastecimento";"57.333.817,96";"97.248.805,93";"105.239.261,79";"7.476.308,01";
